pokemon_id,move_id,pokemon_move_method_id,level,order
273,133,2,0,
273,153,1,33,
273,156,4,0,
273,164,4,0,
273,182,4,0,
273,206,4,0,
273,207,4,0,
273,213,4,0,
273,214,4,0,
273,216,4,0,
273,218,4,0,
273,235,1,21,
273,237,4,0,
273,241,1,27,
273,247,4,0,
273,251,2,0,
273,263,4,0,
273,267,1,15,
273,331,2,0,
273,384,2,0,
273,388,2,0,
273,412,4,0,
273,417,2,0,
273,432,2,0,
273,447,4,0,
273,492,2,0,
273,496,4,0,
273,580,2,0,
273,590,4,0,
274,1,1,1,2
274,13,1,20,
274,14,4,0,
274,63,4,0,
274,74,1,6,
274,75,1,0,
274,76,4,0,
274,92,4,0,
274,104,4,0,
274,106,1,3,
274,153,4,0,
274,156,4,0,
274,157,4,0,
274,164,4,0,
274,168,4,0,
274,182,4,0,
274,185,1,24,
274,206,4,0,
274,207,1,32,
274,213,4,0,
274,214,4,0,
274,216,4,0,
274,218,4,0,
274,237,4,0,
274,241,4,0,
274,244,4,0,
274,247,4,0,
274,252,1,12,
274,259,1,9,
274,263,4,0,
274,267,1,16,
274,280,4,0,
274,317,4,0,
274,326,1,36,
274,348,1,28,
274,371,4,0,
274,373,4,0,
274,374,4,0,
274,399,4,0,
274,412,4,0,
274,447,4,0,
274,490,4,0,
274,496,4,0,
274,555,4,0,
274,590,4,0,
275,14,4,0,
275,18,1,1,3
275,63,4,0,
275,75,1,1,1
275,76,4,0,
275,92,4,0,
275,104,4,0,
275,153,4,0,
275,156,4,0,
275,157,4,0,
275,164,4,0,
275,168,4,0,
275,182,4,0,
275,185,1,1,2
275,206,4,0,
275,207,4,0,
275,213,4,0,
275,214,4,0,
275,216,4,0,
275,218,4,0,
275,237,4,0,
275,241,4,0,
275,244,4,0,
275,247,4,0,
275,259,4,0,
275,263,4,0,
275,267,4,0,
275,280,4,0,
275,317,4,0,
275,332,4,0,
275,371,4,0,
275,373,4,0,
275,374,4,0,
275,399,4,0,
275,404,4,0,
275,411,4,0,
275,412,4,0,
275,416,4,0,
275,417,1,1,4
275,437,1,44,
275,447,4,0,
275,490,4,0,
275,496,4,0,
275,536,1,20,
275,542,1,32,
275,555,4,0,
275,590,4,0,
275,693,4,0,
276,17,1,13,
276,18,2,0,
276,19,4,0,
276,45,1,1,2
276,48,2,0,
276,64,1,1,1
276,92,4,0,
276,97,1,29,
276,98,1,9,
276,99,2,0,
276,104,1,17,
276,116,1,5,
276,119,2,0,
276,143,2,0,
276,156,4,0,
276,164,4,0,
276,168,4,0,
276,179,1,45,
276,182,4,0,
276,207,4,0,
276,211,2,0,
276,213,4,0,
276,214,4,0,
276,216,4,0,
276,218,4,0,
276,228,2,0,
276,237,4,0,
276,240,4,0,
276,241,4,0,
276,263,4,0,
276,283,1,37,
276,287,2,0,
276,332,1,21,
276,355,2,0,
276,369,4,0,
276,403,1,33,
276,413,1,41,
276,432,2,0,
276,496,4,0,
276,497,4,0,
276,501,1,25,
276,526,4,0,
276,542,2,0,
276,586,2,0,
276,590,4,0,
277,17,1,13,
277,19,4,0,
277,45,1,1,5
277,63,4,0,
277,64,1,1,4
277,92,4,0,
277,97,1,33,
277,98,1,1,7
277,104,1,17,
277,116,1,1,6
277,156,4,0,
277,164,4,0,
277,168,4,0,
277,179,1,57,
277,182,4,0,
277,207,4,0,
277,211,4,0,
277,213,4,0,
277,214,4,0,
277,216,4,0,
277,218,4,0,
277,237,4,0,
277,240,4,0,
277,241,4,0,
277,263,4,0,
277,283,1,45,
277,332,1,21,
277,355,4,0,
277,365,1,1,3
277,369,4,0,
277,403,1,1,2
277,413,1,1,1
277,416,4,0,
277,496,4,0,
277,497,4,0,
277,501,1,27,
277,526,4,0,
277,590,4,0,
278,16,2,0,
278,17,1,8,
278,19,4,0,
278,45,1,1,1
278,48,1,5,
278,54,1,12,
278,55,1,1,2
278,58,4,0,
278,59,4,0,
278,92,4,0,
278,97,1,36,
278,98,1,19,
278,104,4,0,
278,156,4,0,
278,164,4,0,
278,168,4,0,
278,182,4,0,
278,207,4,0,
278,211,4,0,
278,213,4,0,
278,214,4,0,
278,216,4,0,
278,218,4,0,
278,228,1,26,
278,237,4,0,
278,239,2,0,
278,240,4,0,
278,258,4,0,
278,263,4,0,
278,282,2,0,
278,314,1,22,
278,332,1,29,
278,346,2,0,
278,352,1,15,
278,355,1,33,
278,362,2,0,
278,369,4,0,
278,392,2,0,
278,403,1,40,
278,469,2,0,
278,487,2,0,
278,496,4,0,
278,497,4,0,
278,503,4,0,
278,542,1,43,
278,590,4,0,
279,17,1,1,9
279,19,4,0,
279,45,1,1,6
279,48,1,5,
279,54,1,12,
279,55,1,1,7
279,56,1,1,3
279,57,4,0,
279,58,4,0,
279,59,4,0,
279,63,4,0,
279,92,4,0,
279,104,4,0,
279,156,4,0,
279,164,4,0,
279,168,4,0,
279,182,1,0,
279,207,4,0,
279,211,4,0,
279,213,4,0,
279,214,4,0,
279,216,4,0,
279,218,4,0,
279,237,4,0,
279,240,4,0,
279,254,1,33,1
279,255,1,33,3
279,256,1,33,2
279,258,4,0,
279,263,4,0,
279,332,4,0,
279,346,1,1,8
279,352,1,15,
279,355,1,39,
279,362,1,22,
279,366,1,1,4
279,369,4,0,
279,371,1,19,
279,374,1,28,
279,416,4,0,
279,487,1,1,5
279,496,4,0,
279,497,4,0,
279,503,4,0,
279,507,4,0,
279,542,1,1,2
279,590,4,0,
280,45,1,1,
280,50,2,0,
280,85,4,0,
280,86,4,0,
280,92,4,0,
280,93,1,4,
280,94,1,27,
280,95,1,37,
280,100,1,9,
280,104,1,6,
280,109,2,0,
280,113,4,0,
280,115,4,0,
280,138,1,39,
280,156,4,0,
280,164,4,0,
280,168,4,0,
280,182,4,0,
280,194,2,0,
280,204,1,34,
280,207,4,0,
280,212,2,0,
280,213,4,0,
280,214,4,0,
280,216,4,0,
280,218,4,0,
280,219,4,0,
280,227,2,0,
280,237,4,0,
280,240,4,0,
280,241,4,0,
280,244,4,0,
280,247,4,0,
280,248,1,32,
280,259,4,0,
280,261,4,0,
280,262,2,0,
280,263,4,0,
280,269,4,0,
280,285,2,0,
280,286,1,29,
280,288,2,0,
280,345,1,17,
280,347,1,24,
280,374,4,0,
280,381,1,14,
280,425,2,0,
280,433,4,0,
280,447,4,0,
280,451,4,0,
280,473,4,0,
280,485,2,0,
280,496,4,0,
280,497,4,0,
280,500,1,42,
280,502,2,0,
280,505,1,19,
280,574,1,11,
280,577,1,22,
280,581,2,0,
280,590,4,0,
280,605,4,0,
281,45,1,1,1
281,85,4,0,
281,86,4,0,
281,92,4,0,
281,93,1,1,2
281,94,1,30,
281,95,1,44,
281,100,1,1,4
281,104,1,1,3
281,113,4,0,
281,115,4,0,
281,138,1,47,
281,156,4,0,
281,164,4,0,
281,168,4,0,
281,182,4,0,
281,204,1,40,
281,207,4,0,
281,213,4,0,
281,214,4,0,
281,216,4,0,
281,218,4,0,
281,219,4,0,
281,237,4,0,
281,240,4,0,
281,241,4,0,
281,244,4,0,
281,247,4,0,
281,248,1,37,
281,259,4,0,
281,261,4,0,
281,263,4,0,
281,269,4,0,
281,286,1,33,
281,345,1,17,
281,347,1,26,
281,374,4,0,
281,381,1,14,
281,433,4,0,
281,447,4,0,
281,451,4,0,
281,473,4,0,
281,496,4,0,
281,497,4,0,
281,500,1,51,
281,505,1,19,
281,574,1,11,
281,577,1,23,
281,590,4,0,
281,605,4,0,
282,45,1,1,5
282,63,4,0,
282,85,4,0,
282,86,4,0,
282,92,4,0,
282,93,1,1,6
282,94,1,31,
282,95,1,49,
282,100,1,1,8
282,104,1,1,7
282,113,4,0,
282,115,4,0,
282,138,1,53,
282,156,4,0,
282,164,4,0,
282,168,4,0,
282,182,4,0,
282,207,4,0,
282,213,4,0,
282,214,4,0,
282,216,4,0,
282,218,4,0,
282,219,4,0,
282,237,4,0,
282,240,4,0,
282,241,4,0,
282,244,4,0,
282,247,4,0,
282,248,1,40,
282,259,4,0,
282,261,4,0,
282,263,4,0,
282,269,4,0,
282,273,1,14,
282,286,1,35,
282,345,1,17,
282,347,1,26,
282,361,1,1,4
282,374,4,0,
282,411,4,0,
282,412,4,0,
282,416,4,0,
282,433,4,0,
282,445,1,44,
282,447,4,0,
282,451,4,0,
282,473,4,0,
282,496,4,0,
282,497,4,0,
282,500,1,1,2
282,505,1,19,
282,574,1,11,
282,577,1,23,
282,581,1,1,3
282,585,1,1,1
282,590,4,0,
282,605,4,0,
283,54,1,25,1
283,56,2,0,
283,58,4,0,
283,59,4,0,
283,60,2,0,
283,61,1,17,
283,76,4,0,
283,92,4,0,
283,97,1,22,
283,98,1,6,
283,104,4,0,
283,114,1,25,2
283,145,1,1,
283,156,4,0,
283,164,4,0,
283,168,4,0,
283,170,2,0,
283,182,4,0,
283,193,2,0,
283,203,2,0,
283,207,4,0,
283,213,4,0,
283,214,4,0,
283,216,4,0,
283,218,4,0,
283,226,1,35,
283,230,1,9,
283,237,4,0,
283,240,4,0,
283,241,4,0,
283,244,4,0,
283,247,4,0,
283,263,4,0,
283,324,2,0,
283,341,2,0,
283,346,1,14,
283,450,2,0,
283,453,1,30,
283,471,2,0,
283,496,4,0,
283,503,4,0,
283,564,1,38,
283,565,2,0,
283,590,4,0,
283,611,4,0,
283,679,2,0,
284,16,1,17,
284,18,1,1,2
284,58,4,0,
284,59,4,0,
284,63,4,0,
284,76,4,0,
284,78,1,26,
284,92,4,0,
284,98,1,1,6
284,104,4,0,
284,145,1,1,5
284,156,4,0,
284,164,4,0,
284,168,4,0,
284,182,4,0,
284,184,1,22,1
284,207,4,0,
284,213,4,0,
284,214,4,0,
284,216,4,0,
284,218,4,0,
284,230,1,1,7
284,237,4,0,
284,240,4,0,
284,241,4,0,
284,244,4,0,
284,247,4,0,
284,263,4,0,
284,314,1,22,2
284,318,1,32,
284,332,4,0,
284,346,1,1,8
284,355,4,0,
284,369,4,0,
284,403,1,38,
284,405,1,1,3
284,412,4,0,
284,416,4,0,
284,466,1,1,4
284,483,1,1,1
284,496,4,0,
284,503,4,0,
284,590,4,0,
284,611,4,0,
285,14,4,0,
285,29,1,15,
285,33,1,1,2
285,71,1,1,1
285,72,1,12,
285,73,1,8,
285,74,1,29,
285,76,4,0,
285,77,1,19,
285,78,1,5,
285,92,1,33,
285,104,4,0,
285,147,1,40,
285,156,4,0,
285,164,4,0,
285,182,4,0,
285,188,4,0,
285,202,1,26,
285,204,2,0,
285,206,4,0,
285,207,4,0,
285,213,4,0,
285,214,4,0,
285,216,4,0,
285,218,4,0,
285,219,4,0,
285,237,4,0,
285,241,4,0,
285,263,4,0,
285,264,2,0,
285,270,2,0,
285,313,2,0,
285,331,2,0,
285,358,2,0,
285,363,2,0,
285,388,1,22,
285,402,1,36,
285,409,2,0,
285,412,4,0,
285,447,4,0,
285,474,4,0,
285,496,4,0,
285,590,4,0,
286,14,4,0,
286,29,1,15,
286,33,1,1,3
286,63,4,0,
286,68,1,22,
286,71,1,1,2
286,72,1,12,
286,73,1,1,5
286,76,4,0,
286,78,1,1,4
286,92,4,0,
286,104,4,0,
286,156,4,0,
286,157,4,0,
286,164,4,0,
286,170,1,33,
286,182,4,0,
286,183,1,0,
286,188,4,0,
286,206,4,0,
286,207,4,0,
286,213,4,0,
286,214,4,0,
286,216,4,0,
286,218,4,0,
286,219,4,0,
286,223,1,50,
286,237,4,0,
286,241,4,0,
286,263,4,0,
286,280,4,0,
286,317,4,0,
286,327,1,39,
286,339,4,0,
286,364,1,19,
286,374,4,0,
286,395,1,28,
286,402,1,44,
286,411,4,0,
286,412,4,0,
286,416,4,0,
286,444,4,0,
286,447,4,0,
286,474,4,0,
286,490,4,0,
286,496,4,0,
286,526,4,0,
286,590,4,0,
287,10,1,1,1
287,34,2,0,
287,53,4,0,
287,58,4,0,
287,59,4,0,
287,68,1,30,
287,76,4,0,
287,85,4,0,
287,87,4,0,
287,92,4,0,
287,104,4,0,
287,126,4,0,
287,133,1,17,
287,156,4,0,
287,157,4,0,
287,163,2,0,
287,164,4,0,
287,173,2,0,
287,174,2,0,
287,175,1,33,
287,182,4,0,
287,185,1,14,
287,207,4,0,
287,213,4,0,
287,214,2,0,
287,216,4,0,
287,218,4,0,
287,227,1,6,
287,228,2,0,
287,237,4,0,
287,240,4,0,
287,241,4,0,
287,247,4,0,
287,263,4,0,
287,280,4,0,
287,281,1,1,2
287,303,1,9,
287,306,2,0,
287,317,4,0,
287,321,2,0,
287,332,4,0,
287,339,4,0,
287,343,1,22,
287,359,2,0,
287,374,4,0,
287,400,2,0,
287,421,4,0,
287,495,2,0,
287,496,4,0,
287,498,1,25,
287,526,4,0,
287,583,1,38,
287,590,4,0,
288,10,1,1,2
288,46,4,0,
288,53,4,0,
288,58,4,0,
288,59,4,0,
288,68,1,33,
288,76,4,0,
288,85,4,0,
288,87,4,0,
288,89,4,0,
288,92,4,0,
288,104,4,0,
288,116,1,1,3
288,126,4,0,
288,154,1,14,
288,156,4,0,
288,157,4,0,
288,163,1,23,
288,164,4,0,
288,179,1,1,1
288,182,4,0,
288,203,1,17,
288,207,4,0,
288,213,4,0,
288,214,4,0,
288,216,4,0,
288,218,4,0,
288,227,1,1,4
288,237,4,0,
288,240,4,0,
288,241,4,0,
288,247,4,0,
288,253,1,1,5
288,263,4,0,
288,264,1,37,
288,269,4,0,
288,280,4,0,
288,317,4,0,
288,332,4,0,
288,339,4,0,
288,374,4,0,
288,411,4,0,
288,421,4,0,
288,490,4,0,
288,496,4,0,
288,498,1,27,
288,523,4,0,
288,526,4,0,
288,590,4,0,
289,10,1,1,5
289,46,4,0,
289,53,4,0,
289,58,4,0,
289,59,4,0,
289,63,4,0,
289,68,1,33,
289,76,4,0,
289,85,4,0,
289,87,4,0,
289,89,4,0,
289,92,4,0,
289,104,4,0,
289,126,4,0,
289,133,1,17,
289,156,4,0,
289,157,4,0,
289,164,4,0,
289,175,1,39,
289,182,4,0,
289,185,1,14,
289,207,1,0,
289,213,4,0,
289,214,4,0,
289,216,4,0,
289,218,4,0,
289,227,1,1,7
289,237,4,0,
289,240,4,0,
289,241,4,0,
289,247,4,0,
289,263,4,0,
289,269,4,0,
289,280,4,0,
289,281,1,1,6
289,303,1,1,8
289,317,4,0,
289,332,4,0,
289,339,4,0,
289,343,1,23,
289,359,1,1,2
289,374,1,1,4
289,386,1,1,3
289,411,4,0,
289,416,4,0,
289,421,4,0,
289,479,4,0,
289,490,4,0,
289,496,4,0,
289,498,1,27,
289,511,4,0,
289,523,4,0,
289,526,4,0,
289,590,4,0,
290,10,1,1,1
290,16,2,0,
290,28,1,9,
290,71,1,5,
290,76,4,0,
290,91,1,37,
290,92,4,0,
290,104,4,0,
290,106,1,1,2
290,117,1,29,
290,141,4,0,
290,154,1,13,
290,156,4,0,
290,164,4,0,
290,170,1,25,
290,182,4,0,
290,185,2,0,
290,189,1,17,
290,201,4,0,
290,203,2,0,
290,206,1,33,
290,207,4,0,
290,214,4,0,
290,216,4,0,
290,218,4,0,
290,232,1,21,
290,237,4,0,
290,241,4,0,
290,247,4,0,
290,263,4,0,
290,318,2,0,
290,332,4,0,
290,400,2,0,
290,404,4,0,
290,405,2,0,
290,450,2,0,
290,496,4,0,
290,515,2,0,
290,590,4,0,
291,10,1,1,5
291,14,1,41,
291,28,1,1,8
291,63,4,0,
291,71,1,1,7
291,76,4,0,
291,92,4,0,
291,97,1,17,
291,103,1,0,
291,104,1,0,
291,106,1,1,6
291,141,4,0,
291,154,1,13,
291,156,4,0,
291,163,1,23,
291,164,4,0,
291,168,4,0,
291,170,1,29,
291,182,4,0,
291,201,4,0,
291,206,4,0,
291,207,4,0,
291,210,1,0,
291,213,4,0,
291,214,4,0,
291,216,4,0,
291,218,4,0,
291,226,1,35,
291,237,4,0,
291,241,4,0,
291,247,4,0,
291,263,4,0,
291,332,4,0,
291,355,4,0,
291,369,4,0,
291,404,1,47,
291,416,4,0,
291,450,1,1,4
291,496,4,0,
291,590,4,0,
292,10,1,1,1
292,28,1,1,4
292,63,4,0,
292,71,1,1,3
292,76,4,0,
292,92,4,0,
292,104,4,0,
292,106,1,1,2
292,109,1,29,
292,138,4,0,
292,141,4,0,
292,154,1,13,
292,156,4,0,
292,164,4,0,
292,168,4,0,
292,170,1,25,
292,180,1,17,
292,182,4,0,
292,201,4,0,
292,206,4,0,
292,207,4,0,
292,214,4,0,
292,216,4,0,
292,218,4,0,
292,237,4,0,
292,241,4,0,
292,247,1,33,
292,261,4,0,
292,263,4,0,
292,288,1,37,
292,332,4,0,
292,377,1,41,
292,404,4,0,
292,416,4,0,
292,421,4,0,
292,425,1,21,
292,496,4,0,
292,566,1,45,
292,590,4,0,
293,1,1,1,
293,18,2,0,
293,23,1,22,
293,36,2,0,
293,46,1,29,
293,48,1,18,
293,53,4,0,
293,58,4,0,
293,59,4,0,
293,76,4,0,
293,92,4,0,
293,103,1,15,
293,104,4,0,
293,108,2,0,
293,126,4,0,
293,156,1,32,
293,164,4,0,
293,173,2,0,
293,182,4,0,
293,207,4,0,
293,213,4,0,
293,214,1,36,
293,216,4,0,
293,218,4,0,
293,237,4,0,
293,240,4,0,
293,241,4,0,
293,247,4,0,
293,253,1,25,
293,263,4,0,
293,265,2,0,
293,283,2,0,
293,304,1,39,
293,310,1,8,
293,313,2,0,
293,326,2,0,
293,336,1,11,
293,359,2,0,
293,374,4,0,
293,485,1,43,
293,496,4,0,
293,497,1,4,
293,509,2,0,
293,526,4,0,
293,574,2,0,
293,590,4,0,
294,1,1,1,2
294,23,1,23,
294,44,1,0,
294,46,1,32,
294,48,1,18,
294,53,4,0,
294,58,4,0,
294,59,4,0,
294,76,4,0,
294,89,4,0,
294,92,4,0,
294,103,1,15,
294,104,4,0,
294,126,4,0,
294,156,1,36,
294,157,4,0,
294,164,4,0,
294,182,4,0,
294,207,4,0,
294,213,4,0,
294,214,1,41,
294,216,4,0,
294,218,4,0,
294,237,4,0,
294,240,4,0,
294,241,4,0,
294,247,4,0,
294,253,1,27,
294,259,4,0,
294,263,4,0,
294,269,4,0,
294,280,4,0,
294,304,1,45,
294,310,1,1,4
294,315,4,0,
294,317,4,0,
294,336,1,1,5
294,374,4,0,
294,479,4,0,
294,485,1,50,
294,496,4,0,
294,497,1,1,3
294,523,4,0,
294,526,4,0,
294,590,4,0,
295,1,1,1,7
295,23,1,23,
295,44,1,1,2
295,46,1,32,
295,48,1,18,
295,53,4,0,
295,57,4,0,
295,58,4,0,
295,59,4,0,
295,63,1,64,
295,76,4,0,
295,89,4,0,
295,92,4,0,
295,103,1,15,
295,104,4,0,
295,126,4,0,
295,156,1,36,
295,157,4,0,
295,164,4,0,
295,182,4,0,
295,207,4,0,
295,213,4,0,
295,214,1,42,
295,216,4,0,
295,218,4,0,
295,237,4,0,
295,240,4,0,
295,241,4,0,
295,242,1,0,
295,247,4,0,
295,253,1,27,
295,259,4,0,
295,263,4,0,
295,269,4,0,
295,280,4,0,
295,304,1,47,
295,310,1,1,9
295,315,4,0,
295,317,4,0,
295,336,1,1,10
295,374,4,0,
295,411,4,0,
295,416,4,0,
295,422,1,1,6
295,423,1,1,4
295,424,1,1,5
295,479,4,0,
295,485,1,53,
295,496,4,0,
295,497,1,1,8
295,523,4,0,
295,526,4,0,
295,586,1,1,3
295,590,4,0,
296,18,1,16,
296,28,1,4,
296,33,1,1,1
296,57,4,0,
296,68,2,0,
296,69,1,31,
296,89,4,0,
296,92,4,0,
296,104,4,0,
296,116,1,1,2
296,156,4,0,
296,157,4,0,
296,164,4,0,
296,179,1,43,
296,182,4,0,
296,185,2,0,
296,187,1,25,
296,193,2,0,
296,197,2,0,
296,203,1,37,
296,207,4,0,
296,213,4,0,
296,214,4,0,
296,216,4,0,
296,218,4,0,
296,223,2,0,
296,233,1,22,
296,237,4,0,
296,238,2,0,
296,240,4,0,
296,241,4,0,
296,252,1,10,
296,263,4,0,
296,264,2,0,
296,265,1,28,
296,270,2,0,
296,279,2,0,
296,280,4,0,
296,282,1,19,
296,292,1,7,
296,317,4,0,
296,339,4,0,
296,358,1,34,
296,364,2,0,
296,370,1,40,
296,374,4,0,
296,395,1,13,
296,398,4,0,
296,411,4,0,
296,418,2,0,
296,469,2,0,
296,479,4,0,
296,484,1,46,
296,490,4,0,
296,496,4,0,
296,498,2,0,
296,523,4,0,
296,526,4,0,
296,590,4,0,
297,18,1,16,
297,28,1,1,4
297,33,1,1,2
297,57,4,0,
297,63,4,0,
297,69,1,34,
297,89,4,0,
297,92,4,0,
297,104,4,0,
297,116,1,1,3
297,156,4,0,
297,157,4,0,
297,164,4,0,
297,179,1,50,
297,182,4,0,
297,187,1,26,
297,203,1,42,
297,207,4,0,
297,213,4,0,
297,214,4,0,
297,216,4,0,
297,218,4,0,
297,233,1,22,
297,237,4,0,
297,240,4,0,
297,241,4,0,
297,252,1,10,
297,263,4,0,
297,265,1,30,
297,280,4,0,
297,282,1,19,
297,292,1,1,5
297,317,4,0,
297,339,4,0,
297,358,1,38,
297,362,1,1,1
297,370,1,46,
297,371,4,0,
297,374,4,0,
297,395,1,13,
297,398,4,0,
297,411,4,0,
297,416,4,0,
297,444,4,0,
297,479,4,0,
297,484,1,54,
297,490,4,0,
297,496,4,0,
297,523,4,0,
297,526,4,0,
297,590,4,0,
298,21,1,20,
298,34,2,0,
298,39,1,2,
298,47,2,0,
298,55,1,1,2
298,57,4,0,
298,58,4,0,
298,59,4,0,
298,61,1,13,
298,92,4,0,
298,104,4,0,
298,113,4,0,
298,127,4,0,
298,145,1,7,
298,150,1,1,1
298,156,4,0,
298,164,4,0,
298,182,4,0,
298,204,1,10,
298,207,4,0,
298,213,4,0,
298,214,4,0,
298,216,4,0,
298,218,4,0,
298,227,2,0,
298,237,4,0,
298,240,4,0,
298,258,4,0,
298,263,4,0,
298,270,1,16,
298,287,2,0,
298,293,2,0,
298,313,2,0,
298,321,2,0,
298,330,2,0,
298,340,1,23,
298,346,1,5,
298,383,2,0,
298,487,2,0,
298,496,4,0,
298,503,4,0,
298,526,4,0,
298,590,4,0,
299,33,1,1,
299,38,2,0,
299,85,4,0,
299,86,1,13,
299,87,4,0,
299,88,1,10,
299,89,4,0,
299,92,4,0,
299,104,4,0,
299,106,1,4,
299,153,4,0,
299,156,1,16,
299,157,1,22,
299,164,4,0,
299,182,4,0,
299,192,1,43,2
299,199,1,43,1
299,201,1,34,
299,203,2,0,
299,205,2,0,
299,207,4,0,
299,209,1,19,
299,213,4,0,
299,214,4,0,
299,216,4,0,
299,218,4,0,
299,222,2,0,
299,237,4,0,
299,241,4,0,
299,259,4,0,
299,263,4,0,
299,269,4,0,
299,317,4,0,
299,335,1,7,
299,350,1,28,
299,397,4,0,
299,408,1,25,
299,414,1,37,
299,435,1,31,
299,444,1,40,
299,446,2,0,
299,469,2,0,
299,479,4,0,
299,496,4,0,
299,521,4,0,
299,523,4,0,
299,590,4,0,
299,605,4,0,
300,3,1,16,
300,33,1,1,4
300,38,1,40,
300,39,1,1,3
300,45,1,1,2
300,47,1,7,
300,58,4,0,
300,59,4,0,
300,76,4,0,
300,85,4,0,
300,86,4,0,
300,87,4,0,
300,92,4,0,
300,104,4,0,
300,138,4,0,
300,156,4,0,
300,164,4,0,
300,182,4,0,
300,185,1,22,
300,193,1,4,
300,204,1,25,
300,207,4,0,
300,213,1,10,
300,214,4,0,
300,215,1,37,
300,216,4,0,
300,218,4,0,
300,219,4,0,
300,226,2,0,
300,237,4,0,
300,240,4,0,
300,241,4,0,
300,244,4,0,
300,247,4,0,
300,252,1,1,1
300,253,2,0,
300,263,4,0,
300,270,2,0,
300,273,2,0,
300,274,1,31,
300,313,2,0,
300,321,2,0,
300,322,2,0,
300,343,1,34,
300,347,4,0,
300,358,1,28,
300,371,4,0,
300,383,1,19,
300,387,2,0,
300,389,2,0,
300,426,2,0,
300,428,2,0,
300,445,1,43,
300,447,4,0,
300,451,4,0,
300,493,2,0,
300,496,4,0,
300,497,4,0,
300,526,4,0,
300,528,4,0,
300,574,1,13,
300,583,1,46,
300,590,4,0,
301,3,1,1,4
301,47,1,1,2
301,58,4,0,
301,59,4,0,
301,63,4,0,
301,76,4,0,
301,85,4,0,
301,86,4,0,
301,87,4,0,
301,92,4,0,
301,104,4,0,
301,138,4,0,
301,156,4,0,
301,164,4,0,
301,182,4,0,
301,207,4,0,
301,213,1,1,3
301,214,4,0,
301,216,4,0,
301,218,4,0,
301,219,4,0,
301,237,4,0,
301,240,4,0,
301,241,4,0,
301,244,4,0,
301,247,4,0,
301,252,1,1,1
301,263,4,0,
301,347,4,0,
301,371,4,0,
301,416,4,0,
301,447,4,0,
301,451,4,0,
301,496,4,0,
301,497,4,0,
301,526,4,0,
301,528,4,0,
301,590,4,0,
302,10,1,1,2
302,43,1,1,1
302,92,4,0,
302,94,4,0,
302,101,1,6,
302,104,4,0,
302,105,2,0,
302,109,1,31,
302,138,4,0,
302,154,1,11,
302,156,4,0,
302,164,4,0,
302,168,4,0,
302,182,4,0,
302,185,1,19,
302,193,1,4,
302,197,1,14,
302,207,4,0,
302,212,1,46,
302,213,4,0,
302,214,4,0,
302,216,4,0,
302,218,4,0,
302,236,2,0,
302,237,4,0,
302,240,4,0,
302,241,4,0,
302,244,4,0,
302,247,1,39,
302,252,1,21,
302,259,4,0,
302,260,2,0,
302,261,4,0,
302,263,4,0,
302,269,4,0,
302,271,2,0,
302,280,4,0,
302,282,1,26,
302,286,2,0,
302,310,1,9,
302,317,4,0,
302,332,4,0,
302,347,4,0,
302,364,2,0,
302,368,2,0,
302,371,4,0,
302,373,4,0,
302,374,4,0,
302,386,1,24,
302,389,2,0,
302,398,4,0,
302,399,4,0,
302,408,1,36,
302,417,2,0,
302,421,1,29,
302,425,1,16,
302,428,1,34,
302,445,2,0,
302,490,4,0,
302,492,1,41,
302,496,4,0,
302,511,1,44,
302,555,4,0,
302,590,4,0,
302,605,4,0,
303,11,1,17,
303,14,4,0,
303,21,2,0,
303,44,1,9,
303,45,1,1,4
303,53,4,0,
303,58,4,0,
303,63,4,0,
303,69,2,0,
303,76,4,0,
303,92,4,0,
303,104,4,0,
303,126,4,0,
303,156,4,0,
303,157,4,0,
303,164,4,0,
303,182,4,0,
303,185,1,21,
303,188,4,0,
303,201,4,0,
303,206,4,0,
303,207,4,0,
303,213,4,0,
303,214,4,0,
303,216,4,0,
303,218,4,0,
303,226,1,25,
303,230,1,13,
303,237,4,0,
303,240,4,0,
303,241,4,0,
303,242,1,29,
303,244,4,0,
303,246,2,0,
303,247,4,0,
303,254,1,41,1
303,255,1,41,3
303,256,1,41,2
303,259,4,0,
303,263,4,0,
303,269,1,1,3
303,280,4,0,
303,305,2,0,
303,310,1,1,6
303,313,1,5,
303,317,4,0,
303,321,2,0,
303,334,1,33,
303,368,2,0,
303,371,4,0,
303,373,4,0,
303,374,4,0,
303,385,2,0,
303,386,2,0,
303,389,1,37,
303,399,4,0,
303,411,4,0,
303,416,4,0,
303,422,2,0,
303,423,2,0,
303,424,2,0,
303,430,4,0,
303,442,1,1,2
303,444,4,0,
303,445,2,0,
303,447,4,0,
303,451,4,0,
303,496,4,0,
303,581,2,0,
303,583,1,1,1
303,584,1,1,5
303,590,4,0,
303,612,2,0,
304,23,2,0,
304,29,1,7,
304,33,1,1,1
304,34,2,0,
304,36,1,28,
304,38,1,40,
304,46,1,19,
304,89,4,0,
304,92,4,0,
304,103,2,0,
304,104,4,0,
304,106,1,1,2
304,156,4,0,
304,157,1,25,
304,164,4,0,
304,174,2,0,
304,179,2,0,
304,182,1,16,
304,189,1,4,
304,201,4,0,
304,207,4,0,
304,213,4,0,
304,214,4,0,
304,216,4,0,
304,218,4,0,
304,231,1,34,
304,232,1,10,
304,237,4,0,
304,240,4,0,
304,241,4,0,
304,263,4,0,
